prospect_id,business,market,vertical,slug,site_url,qr_target_url,source_url,qa,visual_qa,qa_ready,mail_ready,spec_sections,spec_words,spec_images
PHL012,McMenamin & Margiotti,"Philadelphia, PA",legal,mcmenamin-and-margiotti,https://phl-2026-w33b.netlify.app/sites/mcmenamin-and-margiotti/,https://phl-2026-w33b.netlify.app/sites/mcmenamin-and-margiotti/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL012,https://buxmontlaw.com/,PASS,ran,ready,hold,11,426,13
PHL013,New Pennsburg Diner,"Philadelphia, PA",food,new-pennsburg-diner,https://phl-2026-w33b.netlify.app/sites/new-pennsburg-diner/,https://phl-2026-w33b.netlify.app/sites/new-pennsburg-diner/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL013,https://pennsburgdiner.com/,PASS,ran,hold,hold,11,363,13
PHL014,"O'Donnell, Weiss & Mattei, P.C.","Philadelphia, PA",legal,o-donnell-weiss-and-mattei-p-c,https://phl-2026-w33b.netlify.app/sites/o-donnell-weiss-and-mattei-p-c/,https://phl-2026-w33b.netlify.app/sites/o-donnell-weiss-and-mattei-p-c/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL014,https://www.owmlaw.com/,PASS,ran,hold,hold,11,428,12
PHL015,Oaks Italian Deli & Pizzeria,"Philadelphia, PA",food,oaks-italian-deli-and-pizzeria,https://phl-2026-w33b.netlify.app/sites/oaks-italian-deli-and-pizzeria/,https://phl-2026-w33b.netlify.app/sites/oaks-italian-deli-and-pizzeria/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL015,http://oaksitaliandeli.com/,PASS,ran,ready,hold,11,365,13
PHL016,Peking Gourmet,"Philadelphia, PA",food,peking-gourmet,https://phl-2026-w33b.netlify.app/sites/peking-gourmet/,https://phl-2026-w33b.netlify.app/sites/peking-gourmet/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL016,http://pekinggourmetpottstown.com/,PASS,ran,ready,hold,11,494,13
PHL017,Pipe Xpress Inc,"Philadelphia, PA",home-services,pipe-xpress-inc,https://phl-2026-w33b.netlify.app/sites/pipe-xpress-inc/,https://phl-2026-w33b.netlify.app/sites/pipe-xpress-inc/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL017,https://pipexpressinc.com/,PASS,ran,ready,hold,11,454,12
PHL018,Pro Nails,"Philadelphia, PA",spa-wellness,pro-nails,https://phl-2026-w33b.netlify.app/sites/pro-nails/,https://phl-2026-w33b.netlify.app/sites/pro-nails/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL018,https://gopronails.com/,PASS,ran,hold,hold,11,366,13
PHL019,Red Hill Greenhouses & Florist,"Philadelphia, PA",retail,red-hill-greenhouses-and-florist,https://phl-2026-w33b.netlify.app/sites/red-hill-greenhouses-and-florist/,https://phl-2026-w33b.netlify.app/sites/red-hill-greenhouses-and-florist/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL019,https://www.redhillgreenhouse.com/,PASS,ran,ready,hold,11,469,12
PHL020,Sangillo Tire Center,"Philadelphia, PA",auto,sangillo-tire-center,https://phl-2026-w33b.netlify.app/sites/sangillo-tire-center/,https://phl-2026-w33b.netlify.app/sites/sangillo-tire-center/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL020,http://www.sangillos.com/,PASS,ran,ready,hold,11,384,13
PHL021,TM Prestige Home Cash Buyer,"Philadelphia, PA",legal,tm-prestige-home-cash-buyer,https://phl-2026-w33b.netlify.app/sites/tm-prestige-home-cash-buyer/,https://phl-2026-w33b.netlify.app/sites/tm-prestige-home-cash-buyer/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL021,https://tmprestige.com/,PASS,ran,hold,hold,11,445,13
PHL022,Train and Nourish,"Philadelphia, PA",spa-wellness,train-and-nourish,https://phl-2026-w33b.netlify.app/sites/train-and-nourish/,https://phl-2026-w33b.netlify.app/sites/train-and-nourish/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL022,https://trainandnourish.com/,PASS,ran,ready,hold,11,412,12
PHL023,Union Jack's Olde Congo Hotel,"Philadelphia, PA",food,union-jack-s-olde-congo-hotel,https://phl-2026-w33b.netlify.app/sites/union-jack-s-olde-congo-hotel/,https://phl-2026-w33b.netlify.app/sites/union-jack-s-olde-congo-hotel/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL023,http://www.unionjackscongo.com/,PASS,ran,hold,hold,11,397,12
PHL024,Weathers Motors & Auto Sales,"Philadelphia, PA",auto,weathers-motors-and-auto-sales,https://phl-2026-w33b.netlify.app/sites/weathers-motors-and-auto-sales/,https://phl-2026-w33b.netlify.app/sites/weathers-motors-and-auto-sales/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL024,https://www.weathersmotors.com/,PASS,ran,ready,hold,11,450,13
PHL025,WJA Landscaping,"Philadelphia, PA",home-services,wja-landscaping,https://phl-2026-w33b.netlify.app/sites/wja-landscaping/,https://phl-2026-w33b.netlify.app/sites/wja-landscaping/?utm_source=directmail&utm_medium=qr&utm_campaign=phl-2026-w33b&utm_content=PHL025,https://www.wjalandscaping.com/,PASS,ran,ready,hold,11,451,13
