prospect_id,business_name,website,vertical,market,site_quality_score,site_quality_band,confidence,opportunity_score,verdict,offer,tier_reached,next_action
built:34,Hal Rosenthaler DMD,https://halrosenthalerdmd.com/,Medical & Healthcare,PHL,63,dated,0.91,62,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:36,Martha's Sophisticated Shine,https://sophisticatedshine.com/,Home Services,PHL,66,dated,0.91,60,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:37,Mayfair Family Chiropractic Center,https://www.mayfairchiro.com/,Medical & Healthcare,PHL,68,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:38,Mayfair Fence,https://www.mayfairfence.com/,Home Services,PHL,54,dated,0.91,66,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
built:39,Metro Physical Medicine,https://metrophysicalmedicine.com/,Medical & Healthcare,PHL,66,dated,0.91,54,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:40,Moss Contracting,https://mosscontractingllc.com/,Home Services,PHL,71,unconfirmed,0.91,57,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:41,Northeast Family Foot Care,https://www.northeastfamilyfootcare.com/,Medical & Healthcare,PHL,67,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:42,Oxford Rehabilitation Center,https://www.oxfordrehab.com/,Medical & Healthcare,PHL,72,unconfirmed,0.91,49,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:43,"Patriot Fence & Ironworks, LLC",https://www.patriotfenceandironworks.com/,Home Services,PHL,64,dated,0.91,54,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:44,Philly Medical and Rehab Associates,https://www.mypmra.com/,Medical & Healthcare,PHL,65,dated,0.91,60,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:45,PT in Philly,https://www.ptinphilly.com/,Medical & Healthcare,PHL,68,dated,0.91,58,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:47,Rittenhouse Square Chiropractic,https://rittenhousechiro.com/,Medical & Healthcare,PHL,66,dated,0.91,60,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:48,Rufus Chiropractic and Wellness,https://www.rufuschiropractic.com/,Medical & Healthcare,PHL,71,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:50,ZBC General Contracting,https://www.zbccontracting.com/,Plumbing / sewer,PHL,68,dated,0.91,58,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:76,"A.M. Electric, Inc.",https://www.amelectricservice.com/,Electrical,PHL,70,unconfirmed,0.91,57,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:77,All Phase Electric Co.,https://allphaseelectricco.com/,Electrical,PHL,70,unconfirmed,0.91,57,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:78,APT Heating and Cooling,https://www.aptheating.com/,HVAC,PHL,63,dated,0.91,62,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:79,"Bill Frusco Plumbing, Heating & Cooling",https://www.billfrusco.com/,Plumbing / HVAC /,PHL,75,unconfirmed,0.91,48,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:80,"Borden Heating & Cooling, Inc.",https://bordenco.com/,HVAC,PHL,67,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:81,"Brandon Electric, Inc.",https://brandonelectricpa.com/,Electrical,PHL,68,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:82,Centrum Mechanical Services,https://centrummechanical.com/,Mechanical / HVAC /,PHL,68,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:83,Charles Schillinger Company,https://cschillinger.com/,"Metal spinning / forming 1329 Ford Road, Bensalem, PA 19020",PHL,64,dated,0.91,38,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:84,"Cleaned by D&D, LLC",https://www.cleanedbydd.com/,Commercial cleaning,PHL,69,dated,0.91,57,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:86,"Dunryte Electric, Inc.",https://dunryteelectric.com/,Electrical,PHL,54,dated,0.91,66,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
built:87,"Ernest D. Menold, Inc.",https://www.menold.com/,General sheet metal,PHL,67,dated,0.91,43,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:88,Gallagher Fabrication & Machine,https://www.gallagherfab.com/,Fabrication / machining,PHL,63,dated,0.91,62,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:89,Guaranteed Plumbing & Heating,https://www.guaranteedplumbingandheating.com/,Plumbing / HVAC,PHL,75,unconfirmed,0.91,48,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:90,H&G Sign Company,https://www.hgsign.com/,Signage / fabrication,PHL,27,broken,0.36,83,enrich,undecided,0,Confidence 36% is too low to route. Run the Tier 1 rendered audit.
built:91,"JDV Electric, LLC",https://www.jdvelectric.com/,Electrical,PHL,76,unconfirmed,0.91,48,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:92,K.A.M. Sheet Metal & Fab,https://www.kamsheetmetal.com/home-1,Sheet metal /,PHL,66,dated,0.91,45,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:93,Manayunk Plumbing & Heating,https://manayunkplumbingheating.com/,Plumbing / HVAC,PHL,67,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:94,"Solution Based Plumbing and Heating, Inc.",https://sbphinc.com/,Plumbing / heating,PHL,70,unconfirmed,0.91,51,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
built:95,Strickland Electric,https://strickelectric.com/,Electrical,PHL,65,dated,0.91,60,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:96,Summers Quality Services,https://www.summersquality.com/,HVAC / plumbing /,PHL,67,dated,0.91,52,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:98,"Waste Gas Fabricating Company, Inc.",https://wastegas.com/,Heavy steel fabrication,PHL,33,decayed,0.91,80,rebuild,Tier-A demo site + direct mail QR,0,Queue a site-factory brief (/mirror-and-improve)
built:99,"Wilson's Forklift Service, LLC",https://wilsonsforklift.com/,Forklift service,PHL,66,dated,0.91,45,polish,landing page + CRO engagement,0,"Pitch a single high-intent landing page, not a full rebuild — their site is decent"
built:100,Young's Electrical Services Inc.,https://www.youngselectricalservicesinc.com/,Electrical,PHL,70,unconfirmed,0.91,57,verify,undecided — needs a rendered audit,0,"Run Tier 1 (rendered) audit: no markup faults found, but design was never seen"
